fid,tht_hg,bht_dm,wtrtb_bt,wdpt_nm,wdpt_cd,lng,lat
"1",5,15,4,느티나무,ZS,127.047322938,37.469035243
"2",11,27,6,양버즘나무,PTA,126.989927687,37.49385943
"3",11,25,10,양버즘나무,PTA,126.985955839,37.5039043
"4",7,28,5,양버즘나무,PTA,127.0126627,37.487870573
"5",10,32,8,칠엽수,AC,127.011875105,37.501014253
"6",7,27,8,양버즘나무,PTA,127.036547749,37.468577728
"7",11,26,7,양버즘나무,PTA,127.015161715,37.519235462
"8",12,41,11,양버즘나무,PTA,126.996839691,37.488609904
"9",8,17,6,양버즘나무,PTA,127.037593634,37.469357703
"10",12,43,6,양버즘나무,PTA,126.992158311,37.502300155
"11",13,45,7,양버즘나무,PTA,127.007275904,37.49309232
"12",7,24,6,양버즘나무,PTA,127.030389742,37.489071424
"13",14,32,7,양버즘나무,PTA,127.038662577,37.479496119
"14",12,35,8,양버즘나무,PTA,126.982581118,37.488726291
"15",13,26,3,양버즘나무,PTA,127.037107963,37.481894302
"16",6,20,4,메타세쿼이아,TB,127.025136441,37.464404711
"17",8,18,5,양버즘나무,PTA,127.021517402,37.502463507
"18",10,23,5,양버즘나무,PTA,126.987395455,37.490009141
"19",9,16,4,메타세쿼이아,TB,127.02010138,37.510627711
"20",11,36,8,양버즘나무,PTA,127.005300076,37.483001243
"21",0,17,5,느티나무,ZS,127.038896711,37.478546657
"22",0,9,0,느티나무,ZS,127.008602894,37.47858326
"23",5,17,3,느티나무,ZS,127.047019996,37.468839847
"24",8,29,7,양버즘나무,PTA,126.991480194,37.483472489
"25",12,24,10,양버즘나무,PTA,127.038370979,37.478256676
"26",7,20,5,은행나무,GB,127.047356723,37.473134556
"27",12,46,8,메타세쿼이아,TB,127.040980815,37.474765816
"28",0,9,0,느티나무,ZS,127.022271993,37.482770421
"29",11,23,6,양버즘나무,PTA,126.988984097,37.492208047
"30",6,20,7,회화나무,STJ,127.011142541,37.485128467
"31",3,10,4,단풍나무,MP,127.010892653,37.493291752
"32",6,20,6,은행나무,GB,127.050475553,37.454842012
"33",7,10,2,은행나무,GB,126.99711145,37.503925848
"34",13,29,6,양버즘나무,PTA,127.037366643,37.481562598
"35",3,10,2,꽃사과,PRS,126.985206738,37.485651485
"36",10,25,4,양버즘나무,PTA,127.039855932,37.478462568
"37",6,27,5,메타세쿼이아,TB,127.025738398,37.465164692
"38",9,24,7,은행나무,GB,127.010998801,37.509693328
"39",12,34,6,양버즘나무,PTA,126.983085321,37.496299709
"40",9,25,5,양버즘나무,PTA,127.027170979,37.490585805
"41",8,21,8,양버즘나무,PTA,127.024981422,37.497149829
"42",6,25,8,느티나무,ZS,127.003927477,37.49170555
"43",12,34,8,양버즘나무,PTA,127.008223682,37.491145379
"44",9,30,5,양버즘나무,PTA,127.026427704,37.491887321
"45",12,26,5,양버즘나무,PTA,127.004952365,37.490286406
"46",11,28,6,양버즘나무,PTA,127.01709991,37.500945338
"47",12,25,7,양버즘나무,PTA,126.99810427,37.489112614
"48",8,19,5,양버즘나무,PTA,127.026747651,37.491485048
"49",0,9,0,느티나무,ZS,127.038369262,37.485009092
"50",10,25,4,은행나무,GB,127.01503624,37.518464332
"51",12,36,10,양버즘나무,PTA,126.999753702,37.507405481
"52",14,32,6,양버즘나무,PTA,127.018316489,37.494990481
"53",13,24,3,양버즘나무,PTA,127.037581565,37.481343025
"54",6,31,8,느티나무,ZS,127.011711544,37.457189313
"55",5,10,2,메타세쿼이아,TB,126.988899034,37.474876961
"56",12,28,6,양버즘나무,PTA,127.023742404,37.49687587
"57",1,33,8,양버즘나무,PTA,127.036116862,37.477648128
"58",10,29,8,양버즘나무,PTA,127.037778084,37.47775681
"59",13,41,8,느티나무,ZS,127.029613257,37.484083453
"60",10,15,2,은행나무,GB,127.020741975,37.486117856
"61",9,18,4,양버즘나무,PTA,126.991490104,37.483638828
"62",7,16,3,메타세쿼이아,TB,127.028827645,37.468601527
"63",7,16,5,은행나무,GB,127.045441877,37.476716834
"64",8,15,3,은행나무,GB,127.011858519,37.513176501
"65",11,21,8,양버즘나무,PTA,126.993136893,37.488725814
"66",8,14,3,은행나무,GB,127.02575374,37.494039043
"67",6,20,7,회화나무,STJ,127.011371331,37.484652166
"68",10,26,4,양버즘나무,PTA,126.987198151,37.490675511
"69",12,29,10,양버즘나무,PTA,127.038366443,37.478334568
"70",6,16,3,은행나무,GB,126.988454857,37.464415658
"71",7,10,2,은행나무,GB,127.037562596,37.459635776
"72",7,26,6,양버즘나무,PTA,127.032340121,37.470236304
"73",13,36,10,가중나무,AA,127.005346727,37.511986087
"74",7,9,1,은행나무,GB,127.044545159,37.472861381
"75",5,10,2,메타세쿼이아,TB,127.004779604,37.476679741
"76",12,26,6,양버즘나무,PTA,127.005362426,37.490848225
"77",9,28,6,양버즘나무,PTA,127.013343886,37.511939254
"78",10,39,8,양버즘나무,PTA,127.036657956,37.4688202
"79",5,12,2,메타세쿼이아,TB,127.000188321,37.474504546
"80",11,32,6,양버즘나무,PTA,126.985963147,37.500835937
"81",8,13,4,은행나무,GB,127.038969177,37.462616618
"82",7,14,2,은행나무,GB,127.036903226,37.461600792
"83",13,31,6,양버즘나무,PTA,126.98876898,37.495657228
"84",5,10,2,메타세쿼이아,TB,126.999937705,37.474409563
"85",5,10,2,메타세쿼이아,TB,127.004224197,37.476417663
"86",15,22,8,양버즘나무,PTA,127.037518722,37.480705254
"87",0,15,5,느티나무,ZS,127.038931296,37.47866461
"88",0,9,0,느티나무,ZS,127.024770037,37.483427835
"89",13,14,3,은행나무,GB,127.044160306,37.478926546
"90",13,32,10,양버즘나무,PTA,126.98971629,37.498077065
"91",5,10,2,은행나무,GB,127.004993487,37.502567224
"92",8,42,10,느티나무,ZS,127.013864085,37.480521017
"93",10,15,2,양버즘나무,PTA,127.025653502,37.501613094
"94",7,16,5,은행나무,GB,127.026114283,37.470840683
"95",4,13,2,은행나무,GB,127.022605526,37.483126636
"96",14,24,12,느티나무,ZS,127.086529825,37.462323207
"97",6,27,3,느티나무,ZS,127.010909793,37.456799294
"98",9,30,6,양버즘나무,PTA,127.022843147,37.499645049
"99",10,30,10,양버즘나무,PTA,127.040253506,37.468496763
"100",0,9,0,느티나무,ZS,127.024602893,37.48339639
"101",7,29,7,은행나무,GB,127.046386595,37.47419634
"102",6,10,2,양버즘나무,PTA,127.04017674,37.467918895
"103",7,31,5,양버즘나무,PTA,126.989149571,37.478414187
"104",6,22,6,느티나무,ZS,127.002825105,37.50312135
"105",12,23,5,양버즘나무,PTA,127.008794737,37.483470487
"106",10,24,10,양버즘나무,PTA,127.000172513,37.477454238
"107",6,14,3,은행나무,GB,127.057228302,37.445940669
"108",6,13,2,은행나무,GB,127.046930742,37.459499108
"109",11,32,5,양버즘나무,PTA,127.028731849,37.487720381
"110",11,30,8,양버즘나무,PTA,127.014484424,37.493930919
"111",5,19,4,느티나무,ZS,127.044248161,37.466811084
"112",12,39,8,양버즘나무,PTA,127.016172936,37.494585133
"113",12,25,6,양버즘나무,PTA,127.03779138,37.481025113
"114",6,32,4,느티나무,ZS,127.045607053,37.46362529
"115",13,27,5,양버즘나무,PTA,127.004568703,37.498744506
"116",5,10,2,메타세쿼이아,TB,127.003255479,37.475622254
"117",13,29,6,양버즘나무,PTA,126.990615293,37.484818256
"118",13,29,5,양버즘나무,PTA,127.004596249,37.49866412
"119",7,27,4,양버즘나무,PTA,127.032347476,37.474563927
"120",6,22,4,느티나무,ZS,127.039663167,37.46934937
"121",3,15,3,느티나무,ZS,127.015445006,37.484765367
"122",7,11,2,은행나무,GB,127.051310765,37.453253877
"123",5,12,3,은행나무,GB,127.024477272,37.469400128
"124",6,10,1,칠엽수,AC,127.013295882,37.496000173
"125",18,24,6,양버즘나무,PTA,127.037606797,37.480444498
"126",13,33,10,가중나무,AA,127.012239547,37.51895766
"127",3,15,3,느티나무,ZS,127.015325472,37.484742152
"128",12,38,7,양버즘나무,PTA,126.982806328,37.489850333
"129",5,8,3,왕벚나무,PS,127.049718876,37.455702711
"130",7,21,3,은행나무,GB,127.016633743,37.515260396
"131",10,30,10,양버즘나무,PTA,126.993356191,37.498121261
"132",10,29,5,은행나무,GB,127.000747208,37.481813541
"133",7,22,7,은행나무,GB,127.045459612,37.474963392
"134",5,19,4,메타세쿼이아,TB,127.023944557,37.463548426
"135",9,17,3,느티나무,ZS,127.079349406,37.45963771
"136",7,21,4,은행나무,GB,127.025531298,37.47040496
"137",6,30,6,메타세쿼이아,TB,127.024432269,37.463763829
"138",6,28,5,메타세쿼이아,TB,127.021662052,37.461790172
"139",5,13,2,메타세쿼이아,TB,126.990351811,37.474469445
"140",6,25,6,느티나무,ZS,126.984998862,37.476247244
"141",7,28,3,은행나무,GB,127.040723735,37.469260295
"142",7,28,6,칠엽수,AC,127.010955766,37.503941392
"143",5,18,4,느티나무,ZS,127.047520958,37.469194435
"144",6,29,7,메타세쿼이아,TB,127.043029509,37.477023076
"145",9,29,6,느티나무,ZS,127.075793639,37.458434002
"146",12,25,10,양버즘나무,PTA,126.985827073,37.504281298
"147",14,28,8,양버즘나무,PTA,126.981992374,37.478725212
"148",10,23,6,양버즘나무,PTA,127.014375873,37.5091567
"149",6,16,3,은행나무,GB,127.011105271,37.509125488
"150",11,20,7,양버즘나무,PTA,127.004950243,37.491008677
"151",5,10,2,메타세쿼이아,TB,127.000391978,37.474269944
"152",8,21,4,메타세쿼이아,TB,127.036144868,37.462711109
"153",6,14,3,은행나무,GB,127.04774405,37.45739172
"154",11,30,4,양버즘나무,PTA,127.006062057,37.491479035
"155",8,12,2,메타세쿼이아,TB,127.03082263,37.470996983
"156",5,16,3,느티나무,ZS,126.994571894,37.48781251
"157",8,31,8,느티나무,ZS,127.030734231,37.490830089
"158",8,38,9,느티나무,ZS,127.011655563,37.479737195
"159",11,27,6,메타세쿼이아,TB,127.041745958,37.475644585
"160",6,23,4,은행나무,GB,127.046343852,37.460681251
"161",4,14,3,은행나무,GB,127.024474334,37.47130551
"162",5,10,2,메타세쿼이아,TB,126.990511148,37.474715567
"163",9,21,4,은행나무,GB,127.01103311,37.509255991
"164",8,15,5,느티나무,ZS,127.077296979,37.459408438
"165",11,24,8,양버즘나무,PTA,127.008145979,37.483551412
"166",6,25,5,느티나무,ZS,127.047857865,37.462482132
"167",8,20,4,느티나무,ZS,127.039785061,37.468293839
"168",8,10,2,은행나무,GB,127.025187091,37.495216025
"169",9,23,4,느티나무,ZS,127.078571424,37.459414164
"170",9,18,5,양버즘나무,PTA,127.028860325,37.487447848
"171",7,27,7,은행나무,GB,127.044456595,37.474420144
"172",8,13,5,은행나무,GB,127.019087491,37.510538003
"173",6,21,6,양버즘나무,PTA,127.003844935,37.499594806
"174",12,15,5,양버즘나무,PTA,127.025247713,37.487711364
"175",5,16,2,느티나무,ZS,127.041957429,37.465193317
"176",6,17,4,은행나무,GB,127.04885698,37.4565039
"177",9,14,2,메타세쿼이아,TB,127.035751807,37.462863231
"178",6,12,2,은행나무,GB,127.050313355,37.455175614
"179",13,36,7,양버즘나무,PTA,127.007802616,37.491234121
"180",12,34,5,양버즘나무,PTA,126.988480042,37.501531462
"181",8,18,6,느티나무,ZS,127.077596296,37.459303887
"182",6,12,5,은행나무,GB,126.987619656,37.467084048
"183",4,26,3,느티나무,ZS,127.044758171,37.464333816
"184",0,9,0,느티나무,ZS,127.024719437,37.483419691
"185",7,26,6,은행나무,GB,127.046970974,37.47350751
"186",4,15,2,느티나무,ZS,126.992885292,37.487316599
"187",6,21,6,칠엽수,AC,127.012984086,37.496210348
"188",12,30,7,양버즘나무,PTA,127.024787591,37.49719464
"189",12,22,8,양버즘나무,PTA,127.008107012,37.511388451
"190",7,39,12,양버즘나무,PTA,126.995816631,37.484149485
"191",12,32,8,양버즘나무,PTA,126.997953679,37.488914273
"192",9,20,5,은행나무,GB,127.010318689,37.510584311
"193",8,28,3,양버즘나무,PTA,127.026441466,37.492507954
"194",0,25,5,느티나무,ZS,127.038921415,37.478626863
"195",11,19,7,양버즘나무,PTA,127.014899446,37.518508046
"196",7,14,5,은행나무,GB,127.043957162,37.47140324
"197",5,8,3,왕벚나무,PS,127.049196964,37.456060163
"198",6,21,7,느티나무,ZS,127.05390294,37.459699937
"199",9,28,5,은행나무,GB,127.000863385,37.481839436
"200",4,25,5,느티나무,ZS,126.983384702,37.476152048
"201",14,27,5,양버즘나무,PTA,127.029527128,37.485046646
"202",10,20,5,양버즘나무,PTA,126.988261165,37.488669167
"203",8,14,3,메타세쿼이아,TB,127.012581203,37.508563144
"204",8,30,5,양버즘나무,PTA,127.02445202,37.491441635
"205",4,18,3,느티나무,ZS,126.991240444,37.486864496
"206",9,25,6,양버즘나무,PTA,126.991777955,37.483016338
"207",8,19,5,은행나무,GB,127.011030796,37.493380147
"208",8,30,5,양버즘나무,PTA,127.026218594,37.491968548
"209",8,21,3,느티나무,ZS,127.065386124,37.45556298
"210",10,34,6,양버즘나무,PTA,126.982028728,37.479697955
"211",4,16,3,메타세쿼이아,TB,127.028727387,37.468492199
"212",12,22,5,메타세쿼이아,TB,127.04179637,37.475704516
"213",12,33,7,메타세쿼이아,TB,127.040392383,37.47433059
"214",8,27,4,메타세쿼이아,TB,127.03571377,37.463101771
"215",6,22,5,은행나무,GB,127.050220524,37.455106512
"216",8,28,5,느티나무,ZS,127.060660292,37.456613314
"217",4,13,3,은행나무,GB,127.024195115,37.471543803
"218",6,14,2,은행나무,GB,127.045774629,37.467886123
"219",7,22,6,칠엽수,AC,127.013052666,37.495920285
"220",10,32,12,양버즘나무,PTA,126.996935894,37.48135131
"221",5,18,4,느티나무,ZS,127.045483335,37.463144332
"222",4,15,4,은행나무,GB,127.012203767,37.482919385
"223",0,9,0,느티나무,ZS,127.02153097,37.482970354
"224",9,31,5,양버즘나무,PTA,127.025982478,37.493469244
"225",6,12,4,느티나무,ZS,127.048414004,37.462245714
"226",9,13,3,메타세쿼이아,TB,127.020898785,37.511078218
"227",9,18,4,감나무,DIK,127.010481182,37.479535874
"228",8,24,3,메타세쿼이아,TB,127.028688112,37.468437707
"229",9,22,6,양버즘나무,PTA,127.013288103,37.512371363
"230",7,14,3,은행나무,GB,127.010214798,37.512376987
"231",7,16,4,메타세쿼이아,TB,127.034893869,37.47380876
"232",0,8,0,느티나무,ZS,127.037009122,37.48481957
"233",7,6,4,회화나무,STJ,127.009870473,37.504311053
"234",0,9,0,느티나무,ZS,127.021858116,37.482709964
"235",8,19,5,양버즘나무,PTA,127.011732284,37.487585139
"236",5,18,4,느티나무,ZS,127.041766597,37.466512908
"237",0,20,4,양버즘나무,PTA,127.035121689,37.483120603
"238",8,24,5,양버즘나무,PTA,127.027440327,37.490019315
"239",13,9,3,은행나무,GB,127.041645215,37.484499666
"240",4,6,2,왕벚나무,PS,127.052641159,37.450524773
"241",6,10,1,은행나무,GB,127.048237133,37.457064692
"242",8,17,5,은행나무,GB,126.99465246,37.493940199
"243",11,43,12,느티나무,ZS,127.084224274,37.461572755
"244",7,20,6,은행나무,GB,127.041327007,37.472460896
"245",10,16,6,양버즘나무,PTA,126.986220085,37.476705129
"246",7,15,3,은행나무,GB,127.014065805,37.490813318
"247",9,31,10,양버즘나무,PTA,126.98627845,37.498461638
"248",5,12,2,메타세쿼이아,TB,127.004405324,37.47651779
"249",5,16,4,느티나무,ZS,127.047635798,37.469266918
"250",4,6,2,왕벚나무,PS,127.052907008,37.450318739
"251",7,24,6,은행나무,GB,127.043370707,37.473999838
"252",11,13,3,은행나무,GB,127.044602798,37.477943221
"253",7,21,5,은행나무,GB,127.026814469,37.471307824
"254",15,24,5,양버즘나무,PTA,127.004286443,37.498286154
"255",5,18,3,느티나무,ZS,127.045893343,37.468010804
"256",10,25,6,양버즘나무,PTA,127.036024736,37.482897609
"257",11,33,5,양버즘나무,PTA,127.028720135,37.487355289
"258",8,31,5,양버즘나무,PTA,126.993229119,37.480753751
"259",5,10,2,메타세쿼이아,TB,126.99905465,37.474113379
"260",13,36,10,양버즘나무,PTA,126.991940311,37.498036416
"261",7,15,5,칠엽수,AC,127.011901828,37.500906196
"262",8,22,6,느티나무,ZS,127.060951752,37.456861414
"263",8,16,4,은행나무,GB,127.011763506,37.513007289
"264",6,15,3,칠엽수,AC,127.012320481,37.500246034
"265",10,39,7,양버즘나무,PTA,127.010846184,37.484957076
"266",6,35,8,느티나무,ZS,127.082030091,37.462670751
"267",17,28,5,양버즘나무,PTA,127.035670654,37.482605116
"268",9,27,8,양버즘나무,PTA,127.038408152,37.477233968
"269",5,15,3,은행나무,GB,127.035646399,37.460195031
"270",11,31,4,양버즘나무,PTA,127.005417927,37.491279704
"271",7,26,7,느티나무,ZS,127.02772853,37.483859886
"272",8,20,6,은행나무,GB,126.994850184,37.493968531
"273",9,26,12,양버즘나무,PTA,127.000309432,37.481949566
"274",0,8,0,느티나무,ZS,127.040740695,37.485338954
"275",7,17,6,은행나무,GB,127.017437335,37.494970004
"276",11,30,6,양버즘나무,PTA,126.990008469,37.493738841
"277",7,16,5,은행나무,GB,127.043884134,37.471273147
"278",5,15,6,회화나무,STJ,127.010264784,37.504065877
"279",11,28,5,양버즘나무,PTA,127.029161857,37.486421202
"280",10,23,5,양버즘나무,PTA,127.002595681,37.482275358
"281",9,31,6,느티나무,ZS,127.083470844,37.461034339
"282",7,16,4,은행나무,GB,126.992225911,37.493481109
"283",9,12,2,은행나무,GB,127.002648912,37.482259719
"284",8,25,6,느티나무,ZS,127.054493478,37.459258649
"285",8,26,6,느티나무,ZS,127.062362817,37.455881779
"286",8,29,5,메타세쿼이아,TB,127.027920384,37.467307086
"287",11,27,6,양버즘나무,PTA,127.009473994,37.483602248
"288",5,15,2,느티나무,ZS,127.042289613,37.465449033
"289",7,24,5,느티나무,ZS,127.052368461,37.460548401
"290",6,32,5,느티나무,ZS,127.029049658,37.48400279
"291",15,33,6,양버즘나무,PTA,127.038919372,37.47834468
"292",5,13,4,은행나무,GB,127.049559293,37.455711298
"293",15,55,10,튤립나무,LT,126.993934279,37.503005259
"294",7,26,8,느티나무,ZS,127.032036815,37.484413667
"295",11,32,9,양버즘나무,PTA,127.013471387,37.514523513
"296",7,19,8,양버즘나무,PTA,127.032977124,37.469550182
"297",13,33,8,가중나무,AA,127.014959606,37.520487371
"298",7,17,3,칠엽수,AC,127.012857797,37.496733724
"299",5,28,7,느티나무,ZS,127.068083941,37.456014666
"300",5,16,4,느티나무,ZS,127.045127096,37.46745594
"301",7,16,6,회화나무,STJ,127.011107909,37.502813162
"302",20,25,5,양버즘나무,PTA,127.035763525,37.482520012
"303",6,19,4,은행나무,GB,127.010155202,37.494437394
"304",12,33,8,양버즘나무,PTA,126.98218045,37.482413349
"305",5,10,2,메타세쿼이아,TB,126.998116643,37.473856336
"306",8,12,3,은행나무,GB,127.025893796,37.493742548
"307",15,19,5,양버즘나무,PTA,127.035345603,37.482908536
"308",8,23,6,느티나무,ZS,127.039534576,37.468725156
"309",7,14,6,은행나무,GB,127.011761949,37.512949348
"310",7,28,6,은행나무,GB,126.994070928,37.480177839
"311",6,27,8,느티나무,ZS,127.025257406,37.460085002
"312",7,19,4,은행나무,GB,127.029754141,37.473042812
"313",12,39,9,메타세쿼이아,TB,127.030155892,37.470537826
"314",6,17,4,은행나무,GB,127.048229497,37.456946258
"315",9,22,6,양버즘나무,PTA,127.037543862,37.481347386
"316",10,23,12,양버즘나무,PTA,126.99800977,37.480745949
"317",7,25,6,양버즘나무,PTA,127.012866125,37.484283191
"318",11,28,6,튤립나무,LT,127.014008747,37.508996345
"319",10,31,5,양버즘나무,PTA,127.021776728,37.490627391
"320",13,34,10,양버즘나무,PTA,126.999393577,37.509105074
"321",6,35,8,느티나무,ZS,127.025981866,37.460055815
"322",7,11,2,은행나무,GB,127.01094934,37.512776871
"323",6,35,6,느티나무,ZS,127.021364148,37.460500555
"324",9,14,2,은행나무,GB,127.008124692,37.509212826
"325",4,19,5,느티나무,ZS,127.015781751,37.484825276
"326",12,26,7,양버즘나무,PTA,127.01311649,37.510487176
"327",12,32,10,양버즘나무,PTA,127.007536515,37.483430619
"328",7,15,4,은행나무,GB,127.045080602,37.475326963
"329",6,12,3,은행나무,GB,127.06791917,37.432811788
"330",6,18,4,느티나무,ZS,127.016377351,37.484678179
"331",7,24,6,은행나무,GB,127.045865916,37.474579875
"332",8,21,7,느티나무,ZS,127.058775418,37.457610239
"333",0,27,8,양버즘나무,PTA,127.038969734,37.478507268
"334",9,17,7,은행나무,GB,127.010621447,37.494214103
"335",11,19,8,양버즘나무,PTA,126.993282625,37.488482747
"336",4,12,1,은행나무,GB,126.99925267,37.479259037
"337",8,26,5,메타세쿼이아,TB,127.029592448,37.469483357
"338",10,27,8,양버즘나무,PTA,127.014404707,37.50224897
"339",7,27,5,양버즘나무,PTA,126.988466107,37.478317114
"340",11,53,8,양버즘나무,PTA,127.008095047,37.491413081
"341",9,17,5,은행나무,GB,126.998206078,37.496698512
"342",5,14,4,은행나무,GB,127.056245576,37.446731253
"343",8,22,5,양버즘나무,PTA,127.027878475,37.489102001
"344",6,32,6,느티나무,ZS,127.021479415,37.460498613
"345",0,9,0,느티나무,ZS,127.024307821,37.483360148
"346",7,19,4,은행나무,GB,127.051188471,37.453483857
"347",8,31,12,양버즘나무,PTA,126.996049017,37.483787523
"348",6,30,8,칠엽수,AC,127.012920098,37.496474109
"349",7,19,6,은행나무,GB,127.045370083,37.474980695
"350",18,27,8,양버즘나무,PTA,127.037071477,37.481309308
"351",11,44,10,양버즘나무,PTA,127.000497015,37.506745203
"352",4,10,1,은행나무,GB,126.995450542,37.480660117
"353",6,11,2,은행나무,GB,127.058103046,37.444118982
"354",5,16,3,은행나무,GB,127.024544408,37.469475395
"355",7,11,3,메타세쿼이아,TB,127.0424388,37.479112152
"356",6,16,5,은행나무,GB,126.990150678,37.479141267
"357",7,24,2,양버즘나무,PTA,127.03423988,37.475212807
"358",6,20,2,양버즘나무,PTA,127.01355607,37.511214513
"359",9,27,6,느티나무,ZS,127.075830992,37.458930892
"360",6,15,3,은행나무,GB,127.051587846,37.4529444
"361",3,29,6,느티나무,ZS,127.067720866,37.456252759
"362",7,13,2,은행나무,GB,127.035427846,37.460538754
"363",6,16,6,은행나무,GB,127.043980274,37.476488794
"364",7,12,5,칠엽수,AC,126.995111308,37.480527167
"365",5,31,8,느티나무,ZS,127.00364832,37.49198384
"366",6,13,4,은행나무,GB,126.987894998,37.46007972
"367",10,24,5,양버즘나무,PTA,127.00515822,37.482768633
"368",8,40,5,양버즘나무,PTA,127.01640045,37.488839841
"369",6,38,8,양버즘나무,PTA,127.010308437,37.486852822
"370",10,37,12,양버즘나무,PTA,126.995684298,37.498877649
"371",8,23,6,느티나무,ZS,127.07835793,37.459550474
"372",7,32,8,양버즘나무,PTA,127.024752089,37.497080958
"373",13,38,12,가중나무,AA,127.011053496,37.517884269
"374",15,53,10,양버즘나무,PTA,126.997089789,37.503630987
"375",12,34,7,양버즘나무,PTA,126.98290864,37.492405913
"376",8,24,6,메타세쿼이아,TB,127.022719843,37.499951619
"377",9,23,5,느티나무,ZS,127.074096883,37.458160565
"378",7,22,5,은행나무,GB,127.045564627,37.471871524
"379",7,13,4,은행나무,GB,126.9999967,37.506871212
"380",7,18,6,은행나무,GB,127.044094689,37.474276109
"381",0,9,0,느티나무,ZS,127.018576116,37.482155335
"382",8,24,10,양버즘나무,PTA,126.999439906,37.500374687
"383",6,16,4,은행나무,GB,126.988451026,37.4642794
"384",5,10,2,메타세쿼이아,TB,127.002195536,37.475442059
"385",6,19,6,은행나무,GB,127.050658056,37.454484427
"386",9,31,5,양버즘나무,PTA,127.024658877,37.495845999
"387",8,29,5,양버즘나무,PTA,127.003979049,37.482545787
"388",7,13,2,메타세쿼이아,TB,126.99489662,37.473739106
"389",7,20,4,은행나무,GB,127.050715166,37.454678274
"390",6,21,4,메타세쿼이아,TB,127.026988503,37.466093137
"391",8,23,10,양버즘나무,PTA,127.012252739,37.502841817
"392",5,8,2,단풍나무,MP,126.985819259,37.485935621
"393",0,9,0,느티나무,ZS,127.040134958,37.485262257
"394",0,23,5,양버즘나무,PTA,127.038926309,37.478510451
"395",9,24,7,양버즘나무,PTA,126.992686799,37.489446836
"396",9,14,2,메타세쿼이아,TB,127.002123576,37.505485945
"397",7,20,5,은행나무,GB,127.045157373,37.476964786
"421",8,21,4,메타세쿼이아,TB,127.036627547,37.462267742
"398",12,37,12,양버즘나무,PTA,126.986140562,37.502731334
"399",6,24,7,느티나무,ZS,127.052782483,37.460180423
"400",7,16,6,은행나무,GB,127.044021948,37.471427604
"401",11,23,8,양버즘나무,PTA,127.006234154,37.510324947
"402",6,42,6,느티나무,ZS,127.023634838,37.460417359
"403",10,31,8,양버즘나무,PTA,127.037290882,37.469229566
"404",10,27,10,양버즘나무,PTA,127.040383723,37.468366816
"405",0,9,0,느티나무,ZS,127.021154338,37.482918023
"406",5,19,4,느티나무,ZS,127.048638861,37.47000526
"407",12,34,10,양버즘나무,PTA,127.000921301,37.505853154
"408",11,30,6,양버즘나무,PTA,126.988272632,37.491924617
"409",11,30,4,은행나무,GB,126.998134751,37.495596208
"410",9,30,5,양버즘나무,PTA,127.003943891,37.506035825
"411",5,14,4,은행나무,GB,127.055730438,37.447208491
"412",6,14,2,은행나무,GB,127.044779989,37.471693794
"413",7,25,5,양버즘나무,PTA,126.989114745,37.47839592
"414",6,27,5,은행나무,GB,127.045776264,37.467427944
"415",9,24,5,메타세쿼이아,TB,127.030950192,37.471134322
"416",7,16,4,은행나무,GB,127.028708857,37.472506853
"417",4,21,5,느티나무,ZS,126.982436247,37.485117742
"418",5,10,2,메타세쿼이아,TB,126.990753413,37.474357157
"419",13,28,5,양버즘나무,PTA,127.004950837,37.496955847
"420",10,25,8,양버즘나무,PTA,126.982055076,37.480222165
"422",10,12,3,은행나무,GB,127.007268412,37.49197214
"423",6,25,8,느티나무,ZS,127.004246398,37.491181881
"424",8,17,5,양버즘나무,PTA,127.022265776,37.490773745
"425",5,25,7,느티나무,ZS,126.98850675,37.479321955
"426",14,21,4,양버즘나무,PTA,127.0224527,37.486639558
"427",10,29,7,느티나무,ZS,127.031402499,37.483443319
"428",7,19,5,은행나무,GB,126.982141301,37.480308621
"429",8,17,6,느티나무,ZS,127.07751411,37.459276141
"430",7,28,10,느티나무,ZS,127.030753388,37.49077499
"431",14,20,4,양버즘나무,PTA,127.023377095,37.48692765
"432",0,9,0,느티나무,ZS,127.016858949,37.481950801
"433",12,43,12,가중나무,AA,127.006324612,37.51326334
"434",6,30,8,양버즘나무,PTA,127.014688278,37.488747607
"435",11,47,8,양버즘나무,PTA,127.027109007,37.497503722
"436",9,22,8,양버즘나무,PTA,127.001612169,37.475675114
"437",6,25,6,느티나무,ZS,127.057754163,37.458048148
"438",6,16,3,은행나무,GB,127.046831427,37.459763802
"439",6,24,5,메타세쿼이아,TB,127.021397554,37.461590847
"440",11,43,10,양버즘나무,PTA,127.000781277,37.506145328
"441",8,18,6,회화나무,STJ,127.011023299,37.502866958
"442",6,27,5,메타세쿼이아,TB,127.02082723,37.461162752
"443",6,10,2,메타세쿼이아,TB,126.998150111,37.473563703
"444",10,16,4,메타세쿼이아,TB,127.030474556,37.472208526
"445",0,16,5,느티나무,ZS,127.038946051,37.4785183
"446",11,23,6,양버즘나무,PTA,126.988232082,37.488527618
"447",12,34,6,양버즘나무,PTA,126.9851278,37.490921051
"448",8,29,5,양버즘나무,PTA,127.025857431,37.493743946
"449",7,27,5,느티나무,ZS,127.05125378,37.460649655
"450",7,12,3,은행나무,GB,127.052334248,37.451155924
"451",4,21,5,느티나무,ZS,126.98738064,37.479891748
"452",6,22,4,은행나무,GB,127.040860126,37.469232023
