fid,tht_hg,bht_dm,wtrtb_bt,wdpt_nm,wdpt_cd,lng,lat
"13984",10,26,8,은행나무,GB,126.998257738,37.497511202
"13985",10,30,10,양버즘나무,PTA,127.037062287,37.477225313
"13986",12,34,8,양버즘나무,PTA,126.99104709,37.491719047
"13987",8,29,10,양버즘나무,PTA,127.006375628,37.503123109
"13988",6,16,3,메타세쿼이아,TB,127.023349225,37.462875429
"13989",9,28,8,양버즘나무,PTA,127.013381939,37.511621504
"13990",10,35,8,양버즘나무,PTA,127.013401461,37.512471884
"13991",10,26,4,양버즘나무,PTA,127.00505311,37.481724788
"13992",8,27,3,양버즘나무,PTA,127.036381788,37.476529342
"13993",8,29,5,양버즘나무,PTA,127.026043811,37.492950762
"13994",14,32,6,양버즘나무,PTA,127.003950165,37.499312316
"13995",7,11,3,메타세쿼이아,TB,127.041468019,37.477976459
"13996",14,31,6,양버즘나무,PTA,127.003828146,37.499922694
"13997",6,11,2,메타세쿼이아,TB,126.997760377,37.473494634
"13998",6,28,7,느티나무,ZS,127.017085588,37.458396642
"13999",12,23,6,양버즘나무,PTA,127.010655245,37.483831228
"14000",7,13,4,양버즘나무,PTA,127.012304541,37.509697195
"14001",4,21,6,느티나무,ZS,126.989365765,37.486296306
"14002",12,42,10,양버즘나무,PTA,126.999016587,37.508949896
"14003",0,9,0,느티나무,ZS,127.018654762,37.482179179
"14004",18,16,6,양버즘나무,PTA,127.036227886,37.482120367
"14005",10,24,4,양버즘나무,PTA,127.006118389,37.479147287
"14006",10,33,5,양버즘나무,PTA,126.999125166,37.481761687
"14007",9,20,5,양버즘나무,PTA,127.00987456,37.498751211
"14008",7,29,6,양버즘나무,PTA,127.030454703,37.489091474
"14009",11,30,12,양버즘나무,PTA,127.009415824,37.49871123
"14010",8,17,3,양버즘나무,PTA,127.024067419,37.504216937
"14011",6,17,5,은행나무,GB,127.045250892,37.467037479
"14012",11,27,10,양버즘나무,PTA,126.992995365,37.48856808
"14013",9,27,8,양버즘나무,PTA,127.039193006,37.470088414
"14014",7,24,4,느티나무,ZS,127.052287312,37.46057996
"14015",10,30,5,양버즘나무,PTA,126.999775981,37.481612018
"14016",12,42,12,양버즘나무,PTA,127.029547048,37.493444493
"14017",10,27,6,양버즘나무,PTA,126.998646444,37.480182624
"14018",9,28,5,양버즘나무,PTA,126.998485858,37.48149838
"14019",9,24,4,양버즘나무,PTA,126.998662395,37.481515139
"14020",14,25,7,양버즘나무,PTA,127.038742075,37.478903033
"14021",5,10,2,메타세쿼이아,TB,126.989341981,37.475040821
"14022",9,23,9,양버즘나무,PTA,127.00046747,37.477443945
"14023",13,16,5,양버즘나무,PTA,127.038840237,37.478762709
"14024",4,17,5,느티나무,ZS,127.044806419,37.4642859
"14025",9,21,5,양버즘나무,PTA,127.028380167,37.492485911
"14026",5,24,7,느티나무,ZS,126.988192639,37.480203765
"14027",6,18,4,느티나무,ZS,127.031205171,37.473379263
"14028",12,17,4,양버즘나무,PTA,127.03994664,37.478815396
"14029",10,28,3,양버즘나무,PTA,126.991680438,37.483167638
"14030",6,16,4,은행나무,GB,126.988438486,37.464860995
"14031",5,10,2,메타세쿼이아,TB,126.994176531,37.473540488
"14032",5,33,8,양버즘나무,PTA,127.014598825,37.489266301
"14033",4,17,4,느티나무,ZS,127.089110171,37.462957925
"14034",9,30,5,양버즘나무,PTA,127.024972525,37.491584965
"14035",5,13,3,왕벚나무,PS,127.035327924,37.478214616
"14036",5,22,5,느티나무,ZS,127.045672423,37.462586394
"14037",12,37,10,양버즘나무,PTA,126.998611205,37.500042674
"14038",7,18,7,은행나무,GB,127.009352288,37.511905838
"14039",7,20,5,은행나무,GB,127.044054271,37.474149616
"14040",10,28,4,양버즘나무,PTA,127.005749719,37.480299175
"14041",14,41,12,가중나무,AA,127.013845199,37.519904146
"14042",7,12,3,메타세쿼이아,TB,127.042716768,37.479437612
"14043",12,37,10,양버즘나무,PTA,126.999937302,37.507004548
"14044",7,12,1,은행나무,GB,127.051244787,37.453376778
"14045",8,15,2,은행나무,GB,127.020109898,37.513351716
"14046",8,22,4,양버즘나무,PTA,127.042527219,37.481314773
"14047",8,19,5,양버즘나무,PTA,127.039028549,37.47095841
"14048",10,20,5,양버즘나무,PTA,127.020151532,37.485934243
"14049",10,35,10,양버즘나무,PTA,126.995823261,37.498934018
"14050",8,19,4,느티나무,ZS,127.002213093,37.503854064
"14051",9,24,8,양버즘나무,PTA,127.038929463,37.471716877
"14052",5,29,8,느티나무,ZS,126.989563075,37.479137605
"14053",9,26,6,양버즘나무,PTA,127.011062876,37.512581761
"14054",4,17,4,은행나무,GB,127.029185781,37.494071558
"14055",12,47,6,양버즘나무,PTA,126.999939791,37.504772334
"14056",8,17,4,메타세쿼이아,TB,127.029819013,37.470048265
"14057",6,24,6,느티나무,ZS,127.048226691,37.4621377
"14058",5,10,2,메타세쿼이아,TB,126.986358197,37.475587478
"14059",10,18,5,양버즘나무,PTA,127.020226989,37.485955287
"14060",10,12,1,양버즘나무,PTA,127.025626266,37.501670449
"14061",12,28,6,양버즘나무,PTA,126.989252224,37.494908733
"14062",4,13,2,메타세쿼이아,TB,126.994326387,37.473797169
"14063",8,9,1,은행나무,GB,127.038350471,37.46261348
"14064",9,20,4,양버즘나무,PTA,127.023571682,37.481518796
"14065",9,20,3,양버즘나무,PTA,127.00457853,37.491023481
"14066",10,30,5,양버즘나무,PTA,127.025776413,37.493507945
"14067",10,31,6,양버즘나무,PTA,127.005020359,37.497676078
"14068",4,10,1,칠엽수,AC,127.011289969,37.503317385
"14069",13,17,5,양버즘나무,PTA,127.021361038,37.486305287
"14070",8,15,4,칠엽수,AC,127.012524799,37.498198673
"14071",11,33,10,양버즘나무,PTA,127.000367175,37.477152906
"14072",10,24,5,양버즘나무,PTA,126.982904062,37.492145054
"14073",9,21,5,양버즘나무,PTA,127.021523159,37.490550476
"14074",11,28,6,양버즘나무,PTA,126.990287561,37.485328206
"14075",8,36,6,느티나무,ZS,127.082245417,37.463527958
"14076",13,30,10,양버즘나무,PTA,127.020308237,37.512876028
"14077",10,29,10,양버즘나무,PTA,127.009217991,37.511942705
"14078",8,27,7,양버즘나무,PTA,127.014048138,37.490927213
"14079",9,30,4,양버즘나무,PTA,126.986736991,37.501600586
"14080",11,24,6,양버즘나무,PTA,127.036113823,37.482814352
"14081",11,30,10,양버즘나무,PTA,126.998822551,37.509274099
"14082",5,10,2,메타세쿼이아,TB,126.985571379,37.476086275
"14083",6,20,3,양버즘나무,PTA,127.013269767,37.484359908
"14084",9,28,9,양버즘나무,PTA,127.000918739,37.476750665
"14085",9,27,10,양버즘나무,PTA,127.008820642,37.511571063
"14086",6,30,8,느티나무,ZS,127.024646138,37.460113556
"14087",5,10,2,메타세쿼이아,TB,127.00497274,37.47644093
"14088",4,6,2,왕벚나무,PS,127.055708976,37.447229736
"14089",4,22,5,느티나무,ZS,127.04381673,37.465920706
"14090",8,18,3,양버즘나무,PTA,127.012894364,37.513669663
"14091",12,35,12,양버즘나무,PTA,126.98612658,37.502773944
"14092",10,21,6,양버즘나무,PTA,127.023186827,37.498913556
"14093",7,15,2,은행나무,GB,127.036256723,37.461120343
"14094",10,23,8,양버즘나무,PTA,127.00394926,37.484248263
"14095",12,36,10,가중나무,AA,127.003458673,37.507868478
"14096",13,22,7,양버즘나무,PTA,127.03839027,37.480069354
"14097",8,16,4,양버즘나무,PTA,127.033399748,37.475071929
"14098",7,22,5,양버즘나무,PTA,127.014653847,37.509253088
"14099",9,23,4,양버즘나무,PTA,127.003758293,37.484477321
"14100",9,28,8,양버즘나무,PTA,127.038463782,37.47743619
"14101",9,19,6,느티나무,ZS,127.079434509,37.45966359
"14102",8,33,7,느티나무,ZS,127.053553764,37.459662426
"14103",4,13,3,은행나무,GB,127.012200389,37.482141979
"14104",0,8,0,느티나무,ZS,127.03725557,37.484849343
"14105",9,18,5,양버즘나무,PTA,127.020308009,37.486201467
"14106",10,32,5,양버즘나무,PTA,127.028969052,37.486824888
"14107",12,17,5,양버즘나무,PTA,127.038503421,37.479684599
"14108",8,33,12,양버즘나무,PTA,126.996881559,37.481114727
"14109",8,24,6,메타세쿼이아,TB,127.022276325,37.500868087
"14110",13,30,8,가중나무,AA,127.008288872,37.508400613
"14111",13,20,3,양버즘나무,PTA,127.03745156,37.481507661
"14112",11,32,10,양버즘나무,PTA,126.999806974,37.478020773
"14113",3,29,10,양버즘나무,PTA,127.026921039,37.498932284
"14114",6,20,4,양버즘나무,PTA,127.011929094,37.50948736
"14115",10,28,10,양버즘나무,PTA,126.996196807,37.48392132
"14116",15,25,10,양버즘나무,PTA,127.03795823,37.479519258
"14117",17,40,12,양버즘나무,PTA,127.03232308,37.487636874
"14118",7,40,8,양버즘나무,PTA,127.010594298,37.486254951
"14119",0,22,6,느티나무,ZS,127.039000312,37.473203262
"14120",7,42,12,양버즘나무,PTA,127.009253033,37.506540807
"14121",5,10,2,메타세쿼이아,TB,127.003836191,37.475899177
"14122",8,29,8,양버즘나무,PTA,127.008603436,37.503996118
"14123",4,38,12,느티나무,ZS,127.08786855,37.462548656
"14124",12,22,5,양버즘나무,PTA,126.988631341,37.501562762
"14125",12,28,10,가중나무,AA,127.003284718,37.508567799
"14126",12,42,12,가중나무,AA,127.006835192,37.513761076
"14127",8,10,2,은행나무,GB,126.983803574,37.470977161
"14128",8,19,4,양버즘나무,PTA,127.034451641,37.475448586
"14129",4,6,2,왕벚나무,PS,127.056893849,37.446279167
"14130",12,16,8,양버즘나무,PTA,127.024018257,37.482244149
"14131",9,33,10,양버즘나무,PTA,127.010611671,37.487245475
"14132",12,31,6,양버즘나무,PTA,127.009613581,37.483833598
"14133",6,22,7,느티나무,ZS,127.017014487,37.4583306
"14134",13,36,5,양버즘나무,PTA,127.005004848,37.496939665
"14135",12,26,6,양버즘나무,PTA,126.989146085,37.494714264
"14136",9,28,6,양버즘나무,PTA,127.023518276,37.498255031
"14137",7,31,5,느티나무,ZS,127.083103357,37.461262562
"14138",13,41,12,가중나무,AA,127.014360178,37.520176397
"14139",8,27,7,양버즘나무,PTA,127.009718131,37.51218548
"14140",3,37,8,은행나무,GB,127.02651216,37.499786658
"14141",0,16,3,느티나무,ZS,127.038348802,37.477210299
"14142",5,13,2,메타세쿼이아,TB,126.99926083,37.474173083
"14143",8,29,5,양버즘나무,PTA,127.026398065,37.491871818
"14144",8,28,8,양버즘나무,PTA,127.015736611,37.494180082
"14145",10,26,5,양버즘나무,PTA,127.007622026,37.492386811
"14146",7,24,5,느티나무,ZS,127.053163644,37.460203289
"14147",6,23,4,메타세쿼이아,TB,127.02816056,37.467330983
"14148",8,22,5,느티나무,ZS,127.071430211,37.457012702
"14149",6,29,7,메타세쿼이아,TB,127.030516313,37.470907056
"14150",11,26,8,양버즘나무,PTA,127.034882393,37.484105594
"14151",6,11,3,은행나무,GB,127.066573067,37.434142043
"14152",9,39,10,양버즘나무,PTA,127.030228878,37.492029283
"14153",6,18,3,느티나무,ZS,127.001898974,37.504228577
"14154",5,12,2,은행나무,GB,127.025683409,37.501549884
"14155",9,28,9,양버즘나무,PTA,127.000662245,37.477144597
"14156",7,25,8,양버즘나무,PTA,127.03305795,37.469464321
"14157",4,29,10,양버즘나무,PTA,127.027011662,37.498745644
"14158",7,36,12,양버즘나무,PTA,126.995774585,37.484214888
"14159",8,21,5,양버즘나무,PTA,127.024296012,37.491247377
"14160",10,22,6,양버즘나무,PTA,127.000899879,37.47632724
"14161",8,24,6,메타세쿼이아,TB,127.022461774,37.500469339
"14162",9,25,10,양버즘나무,PTA,126.996899596,37.482834758
"14163",8,33,8,양버즘나무,PTA,127.038879445,37.473553416
"14164",8,21,5,양버즘나무,PTA,127.015798383,37.485006832
"14165",10,20,5,양버즘나무,PTA,126.998226892,37.480424354
"14166",7,25,4,양버즘나무,PTA,127.035205371,37.467868746
"14167",11,24,8,양버즘나무,PTA,127.000778027,37.476516146
"14168",5,12,3,은행나무,GB,127.05646775,37.44668127
"14169",13,20,6,은행나무,GB,127.017960956,37.482607212
"14170",9,33,9,양버즘나무,PTA,127.034138088,37.466423138
"14171",5,10,2,메타세쿼이아,TB,127.000127501,37.47416587
"14172",6,26,6,느티나무,ZS,127.048963002,37.461820387
"14173",12,35,8,양버즘나무,PTA,126.989079936,37.492340708
"14174",11,31,6,양버즘나무,PTA,126.9839562,37.490814886
"14175",10,25,5,양버즘나무,PTA,127.004900198,37.482079904
"14176",7,12,2,메타세쿼이아,TB,126.994600537,37.473763905
"14177",11,26,8,양버즘나무,PTA,126.992840978,37.489194268
"14178",10,9,5,느티나무,ZS,127.008249926,37.478399364
"14179",12,28,6,양버즘나무,PTA,126.987204052,37.49159396
"14180",12,28,9,양버즘나무,PTA,126.995994938,37.484235717
"14181",11,43,12,가중나무,AA,127.008346322,37.514919063
"14182",8,29,8,양버즘나무,PTA,127.038414188,37.470991888
"14183",12,38,10,양버즘나무,PTA,127.000433688,37.505913802
"14184",10,33,5,양버즘나무,PTA,127.025230194,37.494651041
"14185",7,25,3,양버즘나무,PTA,127.032627614,37.474654615
"14186",7,26,5,느티나무,ZS,127.029113992,37.484012212
"14187",6,22,5,은행나무,GB,127.044197286,37.476301517
"14188",6,29,5,느티나무,ZS,127.04818624,37.462342693
"14189",15,33,6,양버즘나무,PTA,127.00418114,37.498612806
"14190",11,38,10,양버즘나무,PTA,127.000365623,37.507036602
"14191",10,21,4,양버즘나무,PTA,127.00689309,37.477933387
"14192",7,14,3,양버즘나무,PTA,127.012048833,37.509446834
"14193",11,38,8,양버즘나무,PTA,127.006702149,37.494257919
"14194",8,16,3,양버즘나무,PTA,127.012781577,37.513614931
"14195",9,13,3,양버즘나무,PTA,127.023689982,37.481641186
"14196",10,37,7,양버즘나무,PTA,127.013441081,37.512184129
"14197",12,43,10,양버즘나무,PTA,127.000417799,37.506920329
"14198",8,27,3,양버즘나무,PTA,127.038653042,37.47166768
"14199",9,26,5,양버즘나무,PTA,127.009741185,37.498739369
"14200",5,18,3,느티나무,ZS,127.072466131,37.457286208
"14201",10,33,8,양버즘나무,PTA,126.998493948,37.480406837
"14202",6,24,6,느티나무,ZS,127.046875917,37.462717447
"14203",13,40,10,가중나무,AA,127.015076537,37.520546523
"14204",5,12,2,메타세쿼이아,TB,126.999511913,37.474261498
"14205",8,20,4,느티나무,ZS,127.039490074,37.468694063
"14206",8,30,6,메타세쿼이아,TB,127.043130456,37.477249722
"14207",6,31,10,느티나무,ZS,127.015197896,37.457371258
"14208",7,12,1,은행나무,GB,127.011038316,37.512659567
"14209",7,29,5,은행나무,GB,127.027838148,37.471972137
"14210",13,32,8,양버즘나무,PTA,126.990844765,37.498056439
"14211",7,10,1,은행나무,GB,127.004112912,37.502245364
"14212",14,29,12,느티나무,ZS,127.086783999,37.462409776
"14213",5,10,3,왕벚나무,PS,127.035518227,37.478054503
"14214",7,21,4,양버즘나무,PTA,127.012480503,37.502693735
"14215",6,17,3,은행나무,GB,127.046613163,37.460348479
"14216",8,30,8,느티나무,ZS,127.057489833,37.45797563
"14217",6,29,6,메타세쿼이아,TB,127.026631294,37.465769539
"14218",8,25,5,느티나무,ZS,127.075669056,37.458672023
"14219",8,13,3,양버즘나무,PTA,127.034231413,37.464365773
"14220",7,27,5,양버즘나무,PTA,127.017850898,37.489436668
"14221",8,31,5,양버즘나무,PTA,127.031335105,37.489355396
"14222",5,18,4,느티나무,ZS,127.045772564,37.467924108
"14223",8,18,5,느티나무,ZS,127.060491045,37.457059908
"14224",13,26,4,양버즘나무,PTA,127.042146118,37.480894863
"14225",7,17,4,은행나무,GB,127.042507737,37.473145312
"14226",9,20,5,양버즘나무,PTA,127.025010055,37.491597573
"14227",8,28,6,메타세쿼이아,TB,127.030354909,37.472326171
"14228",9,17,6,느티나무,ZS,127.07484903,37.458404303
"14229",8,20,6,양버즘나무,PTA,127.026513805,37.487886255
"14230",12,24,7,양버즘나무,PTA,127.038715373,37.479338953
"14231",6,31,9,느티나무,ZS,127.047810892,37.462315829
"14232",9,13,2,양버즘나무,PTA,127.010984669,37.512543736
"14233",4,16,3,느티나무,ZS,126.985277979,37.485839078
"14234",8,14,5,양버즘나무,PTA,127.038452812,37.472850555
"14235",13,23,5,양버즘나무,PTA,127.00431516,37.499299328
"14236",9,25,6,양버즘나무,PTA,127.023563164,37.498160378
"14237",9,29,12,양버즘나무,PTA,126.999463354,37.481792509
"14238",14,46,8,양버즘나무,PTA,127.007039575,37.49357287
"14239",11,28,5,양버즘나무,PTA,127.004568057,37.488284734
"14240",14,15,4,양버즘나무,PTA,127.041158576,37.479823575
"14241",11,15,3,은행나무,GB,127.017233007,37.509751071
"14242",5,17,4,느티나무,ZS,127.041128011,37.467115358
"14243",11,35,8,양버즘나무,PTA,126.98204336,37.479967747
"14244",8,24,8,양버즘나무,PTA,127.038453545,37.473281162
"14245",9,21,7,양버즘나무,PTA,127.000324808,37.477664578
"14246",13,31,5,양버즘나무,PTA,127.005196419,37.496544827
"14247",4,24,6,느티나무,ZS,126.9888044,37.486282065
"14248",11,41,8,양버즘나무,PTA,127.011521823,37.508929294
"14249",10,30,8,양버즘나무,PTA,127.041463089,37.466738101
"14250",9,31,5,양버즘나무,PTA,127.019692852,37.510745717
"14251",4,22,8,느티나무,ZS,127.08732212,37.462374197
"14252",0,9,0,느티나무,ZS,127.015328062,37.481498933
"14253",7,17,5,은행나무,GB,126.995408316,37.494048401
"14254",5,15,4,느티나무,ZS,127.04546471,37.463188898
"14255",8,47,8,양버즘나무,PTA,127.017061564,37.494850034
"14256",10,41,8,메타세쿼이아,TB,127.030534596,37.47228926
"14257",10,31,8,느티나무,ZS,127.032844451,37.484191674
"14258",8,29,5,느티나무,ZS,127.083302327,37.461313369
"14259",5,19,3,느티나무,ZS,127.048171284,37.469666496
"14260",7,19,5,은행나무,GB,127.050689003,37.454721081
"14261",6,21,6,느티나무,ZS,126.987710799,37.485968719
"14262",10,26,4,양버즘나무,PTA,127.013279018,37.510849842
"14263",11,21,8,양버즘나무,PTA,127.034999089,37.484335204
"14264",7,19,3,은행나무,GB,126.987315968,37.497562494
"14265",12,28,6,은행나무,GB,126.982925294,37.493125955
"14266",6,16,5,은행나무,GB,126.987438552,37.467331436
"14267",7,13,3,은행나무,GB,127.035440152,37.460068268
"14268",8,25,7,느티나무,ZS,127.062077761,37.456004077
"14269",3,12,2,느티나무,ZS,127.001493023,37.474779164
"14270",12,38,8,양버즘나무,PTA,127.008491653,37.489820849
"14271",10,26,8,양버즘나무,PTA,127.038396563,37.469603348
"14272",5,10,2,메타세쿼이아,TB,127.003779176,37.475872414
"14273",9,24,4,느티나무,ZS,127.080993075,37.460639827
"14274",12,43,7,양버즘나무,PTA,127.012949073,37.493596705
"14275",11,43,8,양버즘나무,PTA,127.006124982,37.495429914
"14276",6,27,6,메타세쿼이아,TB,127.022681647,37.462366013
"14277",4,18,3,느티나무,ZS,127.043599066,37.465404412
"14278",8,18,6,양버즘나무,PTA,127.014351955,37.489167808
"14279",5,30,4,양버즘나무,PTA,127.029572628,37.493005708
"14280",7,23,4,양버즘나무,PTA,127.034913929,37.475508639
"14281",14,28,8,양버즘나무,PTA,127.015339572,37.501785235
"14282",9,28,5,양버즘나무,PTA,127.004712573,37.482447614
"14283",7,21,6,은행나무,GB,127.02810594,37.472136413
"14284",16,20,4,양버즘나무,PTA,127.023534215,37.486978295
"14285",8,15,3,양버즘나무,PTA,127.015281229,37.502059832
"14286",11,25,5,양버즘나무,PTA,127.028616384,37.487569961
"14287",15,24,10,양버즘나무,PTA,127.038087799,37.479168081
"14288",13,30,12,가중나무,AA,127.011384256,37.518210247
"14289",9,34,12,양버즘나무,PTA,126.999791362,37.481822428
"14290",8,26,5,느티나무,ZS,127.061115741,37.456416309
"14291",5,30,8,느티나무,ZS,127.027216771,37.49747087
"14292",10,30,8,은행나무,GB,126.998273862,37.49631352
"14293",5,15,3,느티나무,ZS,127.04527203,37.46334255
"14294",4,28,6,느티나무,ZS,127.044542631,37.464533978
"14295",5,8,3,왕벚나무,PS,127.050497924,37.455005823
"14296",7,22,3,은행나무,GB,127.024942674,37.469758739
"14297",5,20,4,느티나무,ZS,127.043235834,37.466086111
"14298",13,39,12,가중나무,AA,127.005865922,37.512490622
"14299",8,34,7,느티나무,ZS,127.071948143,37.457669163
"14300",12,23,4,양버즘나무,PTA,127.04041635,37.479015795
"14301",13,30,4,가중나무,AA,127.011202434,37.516614273
"14302",7,13,3,은행나무,GB,126.988189388,37.496193399
"14303",13,29,5,가중나무,AA,127.00295769,37.508907215
"14304",9,27,9,양버즘나무,PTA,127.000585714,37.477261811
"14305",6,18,1,은행나무,GB,127.040433634,37.468938271
"14306",4,17,4,느티나무,ZS,127.043509017,37.465652635
"14307",12,38,6,양버즘나무,PTA,127.007203226,37.507027666
"14308",8,25,3,은행나무,GB,126.986915281,37.501480403
"14309",5,20,4,양버즘나무,PTA,127.017055789,37.484016493
"14310",9,23,4,느티나무,ZS,127.079088254,37.459561456
"14311",13,21,5,양버즘나무,PTA,127.037062486,37.481899121
"14312",10,20,8,양버즘나무,PTA,127.040647928,37.467502147
"14313",8,25,6,느티나무,ZS,127.065202582,37.455211067
"14314",14,8,2,은행나무,GB,127.043336027,37.480748918
"14315",10,15,8,양버즘나무,PTA,127.038456431,37.475431556
"14316",10,21,8,양버즘나무,PTA,127.040685219,37.46746496
"14317",5,12,2,메타세쿼이아,TB,127.003804308,37.476218402
"14318",8,30,6,양버즘나무,PTA,127.021594116,37.502693519
"14319",8,24,6,양버즘나무,PTA,127.038884369,37.477077091
"14320",15,22,4,양버즘나무,PTA,127.022138752,37.486545447
"14321",12,27,6,양버즘나무,PTA,127.008283829,37.511487618
"14322",4,26,5,느티나무,ZS,126.982695571,37.476281861
"14323",7,25,5,양버즘나무,PTA,126.98635821,37.476343202
"14324",5,40,5,양버즘나무,PTA,127.014932575,37.488556346
"14325",15,31,5,양버즘나무,PTA,126.998348836,37.504291105
"14326",7,12,3,은행나무,GB,127.028360479,37.488100408
"14327",12,25,6,양버즘나무,PTA,127.037444388,37.481471867
"14328",10,29,5,은행나무,GB,127.018032071,37.515559239
"14329",10,31,8,양버즘나무,PTA,126.999751313,37.478516911
"14330",12,39,10,양버즘나무,PTA,127.025536253,37.501855807
"14331",12,30,5,양버즘나무,PTA,127.029560963,37.484898161
"14332",13,31,8,양버즘나무,PTA,127.038008154,37.480682123
"14333",9,23,5,양버즘나무,PTA,127.023416476,37.498815103
"14334",10,36,8,양버즘나무,PTA,127.005552913,37.50652655
"14335",9,21,4,양버즘나무,PTA,127.02378261,37.497694285
"14336",5,10,2,메타세쿼이아,TB,126.989703481,37.47494055
"14337",13,22,6,양버즘나무,PTA,126.990967366,37.484266907
"14338",14,29,10,양버즘나무,PTA,127.036891887,37.481439555
"14339",6,31,7,메타세쿼이아,TB,127.027613629,37.466706093
"14340",8,19,7,은행나무,GB,127.01049732,37.494466407
"14341",0,9,0,느티나무,ZS,127.015710155,37.481615636
"14342",5,16,4,느티나무,ZS,127.041575487,37.466695131
"14343",5,13,4,은행나무,GB,127.02487781,37.471134644
"14344",9,20,6,양버즘나무,PTA,127.038461077,37.473871319
"14345",11,35,5,양버즘나무,PTA,127.028852646,37.487071149
"14346",6,26,6,은행나무,GB,127.042784557,37.470552104
"14347",10,23,5,은행나무,GB,126.998443916,37.498523246
"14348",11,29,7,양버즘나무,PTA,126.982985177,37.494670641
"14349",10,39,10,양버즘나무,PTA,126.996225794,37.499097358
"14350",8,24,6,메타세쿼이아,TB,127.022248091,37.500919536
"14351",4,6,2,왕벚나무,PS,127.055756114,37.4473534
"14352",16,38,12,양버즘나무,PTA,127.033049092,37.486117158
"14353",7,18,3,은행나무,GB,126.982423791,37.473685069
"14354",8,27,6,느티나무,ZS,127.082404976,37.46360296
"14355",6,27,5,칠엽수,AC,127.013045303,37.497068578
"14356",5,10,2,메타세쿼이아,TB,127.005033998,37.476471292
"14357",8,27,7,칠엽수,AC,127.011701442,37.501790412
"14358",6,15,4,은행나무,GB,127.047705381,37.469271666
"14359",8,30,5,양버즘나무,PTA,126.995190789,37.480796331
"14360",8,32,3,양버즘나무,PTA,127.038656718,37.472169419
"14361",8,13,2,은행나무,GB,127.038522544,37.458647127
"14362",14,22,6,양버즘나무,PTA,127.036407737,37.482007065
"14363",9,22,5,양버즘나무,PTA,127.021425263,37.502661721
"14364",8,42,8,느티나무,ZS,127.081845649,37.461412146
"14365",11,26,5,양버즘나무,PTA,127.003361306,37.50167132
"14366",8,30,7,느티나무,ZS,127.054984504,37.459046523
"14367",11,41,6,양버즘나무,PTA,127.008986376,37.507794624
"14368",10,38,12,느티나무,ZS,127.084304976,37.461598821
"14369",10,31,5,양버즘나무,PTA,126.986882222,37.477499343
"14370",5,26,8,느티나무,ZS,126.989201894,37.4862392
"14371",11,26,7,양버즘나무,PTA,127.015180594,37.519283841
"14372",4,22,6,은행나무,GB,127.042335008,37.482970874
"14373",6,13,4,은행나무,GB,126.987756889,37.46118103
"14374",8,12,2,은행나무,GB,127.038570399,37.458604178
"14375",9,32,8,양버즘나무,PTA,127.030159052,37.492175889
"14376",10,12,1,은행나무,GB,126.998013644,37.481102381
"14377",5,15,3,느티나무,ZS,126.983817527,37.485668882
"14378",4,14,5,은행나무,GB,127.012629604,37.482053497
"14379",8,27,3,양버즘나무,PTA,127.038671082,37.471345637
"14380",8,18,6,은행나무,GB,126.992580302,37.493645685
"14381",9,17,3,느티나무,ZS,127.062370342,37.456250475
"14382",0,17,5,느티나무,ZS,127.038377092,37.477348603
"14383",8,26,8,양버즘나무,PTA,127.038433137,37.470885252
"14384",6,14,2,은행나무,GB,127.047479528,37.469113105
"14385",10,25,6,양버즘나무,PTA,127.010336305,37.486002936
"14386",10,19,6,양버즘나무,PTA,127.038457162,37.475258801
"14387",10,34,6,양버즘나무,PTA,127.019099996,37.510291043
"14388",8,30,6,양버즘나무,PTA,127.024133669,37.496754996
"14389",5,20,4,느티나무,ZS,126.98433481,37.476017572
"14390",7,26,5,양버즘나무,PTA,126.990304226,37.478965595
"14391",9,20,3,양버즘나무,PTA,127.00626832,37.479226705
"14392",10,25,10,양버즘나무,PTA,126.999382994,37.47866623
"14393",7,17,6,양버즘나무,PTA,127.033869935,37.468598793
"14394",13,47,12,양버즘나무,PTA,127.018937428,37.517379454
"14395",10,27,5,양버즘나무,PTA,126.987774834,37.489426078
"14396",11,27,6,양버즘나무,PTA,127.009399821,37.483587364
"14397",13,29,12,가중나무,AA,127.013354772,37.519407073
"14398",10,22,5,양버즘나무,PTA,126.997996909,37.481662635
"14399",8,17,4,양버즘나무,PTA,127.033016243,37.474939688
"14400",12,32,10,가중나무,AA,127.015374379,37.520464263
"14401",10,23,3,양버즘나무,PTA,127.006764695,37.477809193
"14402",6,17,6,양버즘나무,PTA,127.03888449,37.477154711
"14403",12,26,7,양버즘나무,PTA,127.005614654,37.491038439
"14404",9,30,10,느티나무,ZS,127.031763135,37.482578243
"14405",11,24,6,가중나무,AA,127.014427752,37.515139699
"14406",12,30,6,양버즘나무,PTA,126.989206627,37.494979612
"14407",10,28,8,양버즘나무,PTA,126.998460054,37.480457509
"14408",9,22,3,양버즘나무,PTA,127.013497522,37.514059254
"14409",12,35,8,양버즘나무,PTA,126.991122255,37.491596705
"14410",8,16,3,느티나무,ZS,127.021763522,37.502333387
"14411",5,10,2,메타세쿼이아,TB,126.998649923,37.473992893
"14412",4,28,12,양버즘나무,PTA,127.032157886,37.487988186
"14413",12,32,6,양버즘나무,PTA,127.021783861,37.496272824
"14414",13,36,10,양버즘나무,PTA,126.988580528,37.498104141
"14415",9,43,13,양버즘나무,PTA,127.023782087,37.505502199
"14416",9,21,6,양버즘나무,PTA,127.012755787,37.510299496
